"sim:A->T"	"sim:T->A"	"sim:C->G"	"sim:G->C"	"sim:A->C"	"sim:T->G"	"sim:A->G"	"sim:T->C"	"sim:C->A"	"sim:G->T"	"sim:C->T"	"sim:G->A"	"sim:CG->TG|CG->CA"	"sim:C|G"	"sim:Ne"	"fit:A->T"	"fit:T->A"	"fit:C->G"	"fit:G->C"	"fit:A->C"	"fit:T->G"	"fit:A->G"	"fit:T->C"	"fit:C->A"	"fit:G->T"	"fit:C->T"	"fit:G->A"	"fit:CG->TG|CG->CA"	"fit:C|G"	"fit:Ne"	"leftwin"	"longwin"	"shortwin"	"rowtaxon"	"loglik"	"convergence"
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0096	0.0109	0.0147	0.0148	0.0182	0.0176	0.0183	0.0175	0.0039	0.0036	0.0046	0.0046	0.0016	0	1086.227	1	3	1	"root"	-18063.8758	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0092	0.0106	0.0146	0.0147	0.0181	0.0174	0.0181	0.0173	0.0037	0.0034	0.0044	0.0044	0.0059	1e-04	429.0716	1	4	2	"root"	-36142.834	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0092	0.0106	0.0146	0.0147	0.0181	0.0174	0.0181	0.0173	0.0037	0.0034	0.0044	0.0044	0.0059	1e-04	1099.4457	1	5	3	"root"	-54214.3353	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0093	0.0106	0.0146	0.0147	0.0181	0.0174	0.0181	0.0173	0.0037	0.0034	0.0044	0.0044	0.0059	1e-04	863.7089	2	6	2	"root"	-36142.6486	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0087	0.0094	0.0164	0.0138	0.0179	0.0175	0.0189	0.0184	0.0032	0.0037	0.0039	0.0052	7e-04	0	1223.4343	1	3	1	"root"	-17931.5549	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0085	0.0092	0.0163	0.0137	0.0178	0.0174	0.0188	0.0183	0.003	0.0035	0.0037	0.005	0.005	1e-04	1044.0295	1	4	2	"root"	-35882.4323	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0085	0.0092	0.0163	0.0137	0.0178	0.0174	0.0188	0.0183	0.003	0.0035	0.0037	0.005	0.005	1e-04	1042.587	1	5	3	"root"	-53824.1643	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0085	0.0092	0.0163	0.0137	0.0178	0.0174	0.0188	0.0184	0.003	0.0035	0.0037	0.005	0.005	0	1770.8587	2	6	2	"root"	-35882.2707	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0094	0.0091	0.0153	0.0145	0.0169	0.0177	0.0198	0.0187	0.0043	0.0031	0.0046	0.004	0.0013	0	1328.32	1	3	1	"root"	-17930.0829	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0091	0.0088	0.0151	0.0144	0.0168	0.0176	0.0197	0.0186	0.0041	0.0029	0.0044	0.0038	0.0052	1e-04	838.9738	1	4	2	"root"	-35875.6061	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0091	0.0088	0.0151	0.0144	0.0168	0.0176	0.0197	0.0186	0.0041	0.0029	0.0044	0.0038	0.0052	1e-04	770.9832	1	5	3	"root"	-53813.8818	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0091	0.0088	0.0151	0.0144	0.0168	0.0176	0.0197	0.0186	0.0041	0.0029	0.0044	0.0038	0.0052	1e-04	934.6793	2	6	2	"root"	-35875.4907	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0102	0.0102	0.0137	0.0145	0.018	0.0183	0.0176	0.0199	0.0041	0.0037	0.0042	0.0054	0.0012	0	1819.5056	1	3	1	"root"	-18223.5422	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.01	0.0135	0.0143	0.0179	0.0182	0.0175	0.0197	0.0039	0.0034	0.004	0.0052	0.0058	0	1897.4116	1	4	2	"root"	-36464.6114	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.01	0.0135	0.0143	0.0179	0.0182	0.0175	0.0197	0.0039	0.0034	0.004	0.0052	0.0058	0	1267.9485	1	5	3	"root"	-54696.9046	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.01	0.0135	0.0143	0.0179	0.0182	0.0175	0.0197	0.0039	0.0034	0.004	0.0052	0.0058	1e-04	1086.3596	2	6	2	"root"	-36464.496	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0094	0.0088	0.0151	0.0144	0.0172	0.0176	0.0179	0.0178	0.0044	0.004	0.0048	0.0032	1e-04	5.9548e-06	1838.467	1	3	1	"root"	-17957.6091	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0094	0.0088	0.0151	0.0144	0.0172	0.0176	0.0179	0.0178	0.0044	0.004	0.0048	0.0032	0.0044	0	2079.5357	1	4	2	"root"	-35933.874	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0094	0.0088	0.0151	0.0144	0.0172	0.0176	0.0179	0.0178	0.0044	0.004	0.0048	0.0032	0.0044	0	2049.4232	1	5	3	"root"	-53900.9691	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0094	0.0088	0.0151	0.0144	0.0172	0.0176	0.0179	0.0178	0.0044	0.004	0.0048	0.0032	0.0044	1e-04	637.728	2	6	2	"root"	-35933.7568	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0089	0.0093	0.0152	0.015	0.018	0.0177	0.0181	0.0188	0.0037	0.004	0.0037	0.0032	0.0025	0	1497.0494	1	3	1	"root"	-17827.1347	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0085	0.0089	0.015	0.0148	0.0179	0.0176	0.018	0.0187	0.0035	0.0038	0.0041	0.0038	0.0055	0	1992.5465	1	4	2	"root"	-35664.8254	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0085	0.0089	0.015	0.0148	0.0179	0.0176	0.018	0.0187	0.0035	0.0038	0.0041	0.0038	0.0055	0	2130.9737	1	5	3	"root"	-53494.8281	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0085	0.0089	0.015	0.0148	0.0179	0.0176	0.018	0.0187	0.0035	0.0038	0.0041	0.0038	0.0055	0	1624.0524	2	6	2	"root"	-35660.6745	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0107	0.0097	0.0155	0.0148	0.0183	0.0187	0.0189	0.0183	0.004	0.0041	0.0039	0.0042	0.0012	0	1776.265	1	3	1	"root"	-18362.5443	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0104	0.0095	0.0154	0.0147	0.0182	0.0186	0.0188	0.0182	0.0038	0.0038	0.0038	0.004	0.0051	1e-04	663.8598	1	4	2	"root"	-36739.0934	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0104	0.0095	0.0154	0.0147	0.0182	0.0186	0.0188	0.0182	0.0038	0.0038	0.0038	0.004	0.0051	1e-04	880.3235	1	5	3	"root"	-55104.2183	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0104	0.0095	0.0154	0.0147	0.0182	0.0186	0.0188	0.0182	0.0038	0.0038	0.0038	0.004	0.0051	0	1185.3345	2	6	2	"root"	-36735.0583	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0088	0.0102	0.0147	0.0156	0.0192	0.0172	0.0174	0.0173	0.0035	0.0045	0.0038	0.0044	0.0017	0	1542.3353	1	3	1	"root"	-17862.8853	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0085	0.0099	0.0146	0.0154	0.0191	0.0171	0.0173	0.0172	0.0034	0.0043	0.0037	0.0043	0.0055	0	1925.2859	1	4	2	"root"	-35738.0307	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0085	0.0099	0.0146	0.0154	0.0191	0.0171	0.0173	0.0172	0.0034	0.0043	0.0037	0.0043	0.0055	1e-04	711.8834	1	5	3	"root"	-53606.5956	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0085	0.0099	0.0146	0.0154	0.0191	0.0171	0.0173	0.0172	0.0034	0.0043	0.0037	0.0043	0.0055	0	1394.5629	2	6	2	"root"	-35737.8718	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0101	0.0086	0.0144	0.0143	0.018	0.0179	0.0187	0.0185	0.0039	0.0041	0.0043	0.0046	7e-04	0	1039.2255	1	3	1	"root"	-17959.7692	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0084	0.0143	0.0142	0.0179	0.0178	0.0186	0.0184	0.0037	0.0039	0.0041	0.0044	0.005	1e-04	819.4903	1	4	2	"root"	-35932.9919	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0084	0.0143	0.0142	0.0179	0.0178	0.0186	0.0184	0.0037	0.0039	0.0041	0.0044	0.005	0	1155.9837	1	5	3	"root"	-53896.6704	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0084	0.0143	0.0142	0.0179	0.0178	0.0186	0.0184	0.0037	0.0039	0.0041	0.0044	0.005	3e-04	216.5303	2	6	2	"root"	-35927.3153	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0096	0.0098	0.0147	0.0144	0.0176	0.0184	0.0178	0.0178	0.0036	0.0042	0.0038	0.0035	0.0014	0	2131.5979	1	3	1	"root"	-17680.5285	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0093	0.0095	0.0146	0.0142	0.0175	0.0183	0.0177	0.0177	0.0034	0.0039	0.0036	0.0033	0.0048	0	1716.3639	1	4	2	"root"	-35373.0962	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0093	0.0095	0.0146	0.0143	0.0175	0.0183	0.0177	0.0177	0.0034	0.0039	0.0036	0.0033	0.0048	1e-04	954.131	1	5	3	"root"	-53059.6486	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0093	0.0095	0.0146	0.0143	0.0175	0.0183	0.0177	0.0177	0.0034	0.0039	0.0036	0.0033	0.0048	0	1089.7791	2	6	2	"root"	-35372.9882	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0092	0.01	0.0157	0.0149	0.0188	0.0192	0.0179	0.0204	0.0041	0.0035	0.0037	0.0037	1e-04	0	768.0283	1	3	1	"root"	-18545.1093	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0092	0.01	0.0157	0.0149	0.0188	0.0192	0.0179	0.0204	0.0041	0.0035	0.0037	0.0037	0.0037	1e-04	865.1278	1	4	2	"root"	-37110.6378	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0092	0.01	0.0157	0.0149	0.0188	0.0192	0.0179	0.0204	0.0041	0.0035	0.0037	0.0037	0.0037	1e-04	627.1846	1	5	3	"root"	-55665.9231	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0092	0.01	0.0157	0.0149	0.0188	0.0192	0.0179	0.0204	0.0041	0.0035	0.0037	0.0037	0.0037	1e-04	688.3364	2	6	2	"root"	-37110.4985	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0093	0.0101	0.0161	0.015	0.0175	0.0194	0.0189	0.0178	0.0037	0.0031	0.0035	0.0037	0.0025	1e-04	309.4898	1	3	1	"root"	-18094.1128	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0089	0.0097	0.0158	0.0147	0.0174	0.0193	0.0188	0.0177	0.0036	0.003	0.0039	0.0041	0.0057	0	1879.7003	1	4	2	"root"	-36203.9186	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0089	0.0097	0.0158	0.0147	0.0174	0.0193	0.0188	0.0177	0.0036	0.003	0.0039	0.0041	0.0057	0	2157.2134	1	5	3	"root"	-54305.4741	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0089	0.0097	0.0158	0.0147	0.0174	0.0193	0.0188	0.0177	0.0036	0.003	0.0039	0.0041	0.0057	1e-04	540.5866	2	6	2	"root"	-36203.7752	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0091	0.0097	0.0147	0.0138	0.0191	0.0174	0.016	0.0198	0.0036	0.0043	0.0042	0.0039	9e-04	0	1650.2421	1	3	1	"root"	-17796.0458	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0089	0.0095	0.0146	0.0137	0.019	0.0174	0.0159	0.0197	0.0035	0.0041	0.004	0.0038	0.0047	0	2161.6321	1	4	2	"root"	-35604.1165	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0089	0.0095	0.0145	0.0137	0.019	0.0174	0.0159	0.0197	0.0035	0.0041	0.004	0.0038	0.0047	0	1258.1857	1	5	3	"root"	-53403.752	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0089	0.0095	0.0145	0.0137	0.019	0.0174	0.0159	0.0197	0.0035	0.0041	0.004	0.0038	0.0047	0	1296.933	2	6	2	"root"	-35599.8105	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0101	0.0109	0.0142	0.014	0.0181	0.0171	0.0165	0.0187	0.0042	0.0045	0.0045	0.0033	1e-04	4.8701e-06	2180.4842	1	3	1	"root"	-18111.5371	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0101	0.0109	0.0142	0.014	0.0181	0.0171	0.0165	0.0187	0.0042	0.0045	0.0045	0.0033	0.0042	0	1184.039	1	4	2	"root"	-36239.1565	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0107	0.0115	0.0145	0.0143	0.0176	0.0167	0.016	0.0182	0.0045	0.0049	0.0044	0.0036	0.0012	1e-04	516.3707	1	5	3	"root"	-54332.3647	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0101	0.0109	0.0142	0.014	0.0181	0.0171	0.0165	0.0187	0.0042	0.0045	0.0045	0.0033	0.0042	0	2009.0363	2	6	2	"root"	-36239.0385	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0103	0.0106	0.0149	0.0129	0.018	0.0191	0.0202	0.0178	0.0041	0.0036	0.0041	0.0032	0.0015	0	437.1476	1	3	1	"root"	-18082.6073	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0101	0.0147	0.0127	0.0179	0.019	0.0202	0.0177	0.0038	0.0035	0.0042	0.0035	0.0048	0	1351.2733	1	4	2	"root"	-36181.8808	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0101	0.0147	0.0127	0.0179	0.019	0.0202	0.0177	0.0038	0.0035	0.0042	0.0035	0.0048	1e-04	466.5106	1	5	3	"root"	-54272.5813	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0101	0.0104	0.0148	0.0128	0.0177	0.0188	0.02	0.0175	0.0043	0.0039	0.0037	0.0028	0.0038	2e-04	319.145	2	6	2	"root"	-36172.0754	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0092	0.0107	0.0151	0.0154	0.0172	0.0188	0.0187	0.0169	0.0043	0.0043	0.0038	0.0033	0.0019	0	1145.6916	1	3	1	"root"	-18073.7658	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0088	0.0102	0.0149	0.0152	0.0171	0.0187	0.0186	0.0169	0.004	0.0041	0.0042	0.0036	0.0051	0	1218.9177	1	4	2	"root"	-36162.2875	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0088	0.0102	0.0149	0.0152	0.0171	0.0187	0.0186	0.0169	0.004	0.0041	0.0042	0.0036	0.0051	0	1317.9361	1	5	3	"root"	-54242.904	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0088	0.0102	0.0149	0.0152	0.0171	0.0187	0.0186	0.0169	0.004	0.0041	0.0042	0.0036	0.0051	1e-04	730.3253	2	6	2	"root"	-36162.1499	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.0097	0.0134	0.0163	0.0186	0.0191	0.0178	0.0183	0.0041	0.0036	0.0048	0.0049	0.0012	0	950.2815	1	3	1	"root"	-18311.3591	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0097	0.0094	0.0132	0.0161	0.0185	0.019	0.0176	0.0182	0.0038	0.0034	0.0046	0.0047	0.0056	1e-04	403.727	1	4	2	"root"	-36634.8125	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0097	0.0094	0.0132	0.0161	0.0185	0.019	0.0176	0.0182	0.0038	0.0034	0.0046	0.0047	0.0056	1e-04	561.0191	1	5	3	"root"	-54950.5447	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0097	0.0094	0.0132	0.0161	0.0185	0.019	0.0176	0.0182	0.0038	0.0034	0.0046	0.0047	0.0056	1e-04	533.2532	2	6	2	"root"	-36630.6459	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.0095	0.0146	0.0149	0.018	0.0193	0.0189	0.0182	0.0036	0.0036	0.0039	0.0038	1e-04	6.8538e-06	1752.7852	1	3	1	"root"	-18226.1148	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.0095	0.0146	0.0149	0.018	0.0193	0.0189	0.0182	0.0036	0.0036	0.0039	0.0038	0.0041	0	2006.1926	1	4	2	"root"	-36468.4695	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.0095	0.0146	0.0149	0.018	0.0193	0.0189	0.0182	0.0036	0.0036	0.0039	0.0038	0.0041	0	1854.2284	1	5	3	"root"	-54703.4258	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0104	0.0099	0.0149	0.0152	0.0175	0.0188	0.0184	0.0178	0.0039	0.0039	0.0041	0.0039	9e-04	1e-04	347.0545	2	6	2	"root"	-36449.7546	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0095	0.0132	0.0135	0.0199	0.0187	0.0181	0.0169	0.0041	0.0037	0.0039	0.0041	7e-04	1e-04	361.574	1	3	1	"root"	-17734.5623	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0095	0.0093	0.0131	0.0134	0.0198	0.0186	0.0181	0.0168	0.0038	0.0035	0.0037	0.0039	0.0045	1e-04	564.2506	1	4	2	"root"	-35485.8366	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0095	0.0093	0.0131	0.0134	0.0198	0.0186	0.0181	0.0168	0.0038	0.0035	0.0037	0.0039	0.0045	0	1896.1989	1	5	3	"root"	-53228.7425	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0095	0.0093	0.0131	0.0134	0.0198	0.0186	0.0181	0.0168	0.0038	0.0035	0.0037	0.0039	0.0045	1e-04	874.9892	2	6	2	"root"	-35485.6724	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0107	0.0104	0.0139	0.0134	0.0184	0.0188	0.0191	0.0193	0.0033	0.0042	0.0043	0.0038	0.0013	0	1136.1587	1	3	1	"root"	-18170.9532	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0104	0.0101	0.0138	0.0133	0.0183	0.0187	0.019	0.0192	0.0031	0.004	0.0041	0.0037	0.005	0	1944.4929	1	4	2	"root"	-36356.6011	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0103	0.0101	0.0138	0.0133	0.0183	0.0187	0.019	0.0192	0.0031	0.004	0.0041	0.0037	0.005	1e-04	825.9616	1	5	3	"root"	-54530.8016	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0109	0.0107	0.014	0.0136	0.0178	0.0182	0.0185	0.0187	0.0033	0.0043	0.0041	0.0034	0.0022	2e-04	284.3556	2	6	2	"root"	-36335.3264	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0089	0.0096	0.0138	0.0151	0.0179	0.0204	0.0186	0.017	0.0041	0.0045	0.0036	0.0043	7e-04	0	961.2843	1	3	1	"root"	-18038.8833	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0087	0.0093	0.0137	0.015	0.0178	0.0203	0.0185	0.0169	0.0039	0.0043	0.0035	0.0041	0.0044	1e-04	963.7013	1	4	2	"root"	-36095.0023	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0087	0.0093	0.0137	0.015	0.0178	0.0203	0.0185	0.0169	0.0039	0.0043	0.0035	0.0041	0.0044	0	1225.8072	1	5	3	"root"	-54142.1923	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0087	0.0093	0.0137	0.015	0.0178	0.0203	0.0185	0.0169	0.0039	0.0043	0.0035	0.0041	0.0044	0	1782.8145	2	6	2	"root"	-36094.8639	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0102	0.0102	0.015	0.0133	0.0183	0.0179	0.0171	0.0182	0.0048	0.0037	0.005	0.0038	6e-04	0	778.9529	1	3	1	"root"	-18047.2935	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.0099	0.0149	0.0132	0.0182	0.0178	0.0171	0.0181	0.0045	0.0036	0.0047	0.0036	0.0046	0	1602.1684	1	4	2	"root"	-36114.0743	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.0099	0.0149	0.0132	0.0182	0.0178	0.0171	0.0181	0.0045	0.0036	0.0047	0.0036	0.0046	0	1442.1798	1	5	3	"root"	-54171.4558	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.0099	0.0149	0.0132	0.0182	0.0178	0.0171	0.0181	0.0045	0.0036	0.0047	0.0036	0.0046	0	1089.9558	2	6	2	"root"	-36113.9341	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0107	0.0089	0.0158	0.0149	0.0164	0.0172	0.0178	0.0185	0.0046	0.0038	0.0044	0.0039	0.0015	0	1459.7134	1	3	1	"root"	-17943.8239	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0104	0.0086	0.0157	0.0148	0.0163	0.0171	0.0177	0.0184	0.0044	0.0036	0.0042	0.0038	0.0054	0	1438.3458	1	4	2	"root"	-35902.3333	0
