"sim:A->T"	"sim:T->A"	"sim:C->G"	"sim:G->C"	"sim:A->C"	"sim:T->G"	"sim:A->G"	"sim:T->C"	"sim:C->A"	"sim:G->T"	"sim:C->T"	"sim:G->A"	"sim:CG->TG|CG->CA"	"sim:C|G"	"sim:Ne"	"fit:A->T"	"fit:T->A"	"fit:C->G"	"fit:G->C"	"fit:A->C"	"fit:T->G"	"fit:A->G"	"fit:T->C"	"fit:C->A"	"fit:G->T"	"fit:C->T"	"fit:G->A"	"fit:CG->TG|CG->CA"	"fit:C|G"	"fit:Ne"	"leftwin"	"longwin"	"shortwin"	"rowtaxon"	"loglik"	"convergence"
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0101	0.0109	0.0152	0.0144	0.0084	0.0081	0.0081	0.0082	0.0122	0.013	0.0123	0.0105	0.0401	0.001	999.8741	1	5	3	"root"	-56738.5988	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0101	0.011	0.0152	0.0143	0.0084	0.0081	0.0081	0.0082	0.0122	0.013	0.0123	0.0105	0.0401	0.001	999.6448	2	6	2	"root"	-37827.0632	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0095	0.0107	0.0152	0.0152	0.0077	0.0078	0.0086	0.0074	0.0108	0.0129	0.014	0.0106	0.0398	0.001	992.2052	1	3	1	"root"	-18698.9301	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0096	0.0106	0.0152	0.0152	0.0077	0.0078	0.0086	0.0074	0.0109	0.0128	0.0138	0.0107	0.0399	0.001	997.22	1	4	2	"root"	-37393.2048	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0094	0.0108	0.0152	0.0152	0.0079	0.0079	0.0086	0.0074	0.011	0.0127	0.0134	0.0109	0.0399	0.001	995.3561	1	5	3	"root"	-56088.1155	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0096	0.0106	0.0152	0.0152	0.0078	0.0079	0.0087	0.0075	0.0109	0.0128	0.0137	0.0108	0.0399	0.001	997.3653	2	6	2	"root"	-37393.1499	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0103	0.0099	0.0145	0.0165	0.0076	0.0083	0.0089	0.0079	0.0117	0.0115	0.0128	0.0109	0.0403	0.001	999.4621	1	3	1	"root"	-18843.137	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0104	0.0099	0.0144	0.0165	0.0075	0.0082	0.0089	0.0078	0.0119	0.0118	0.0126	0.0115	0.0401	0.001	999.781	1	4	2	"root"	-37682.1942	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0109	0.0162	0.0158	0.0078	0.0085	0.0087	0.0084	0.0126	0.0112	0.0132	0.0121	0.0398	0.001	999.7791	1	3	1	"root"	-19245.3103	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0108	0.0159	0.0156	0.0078	0.0084	0.0086	0.0083	0.0133	0.0111	0.0148	0.0126	0.0389	0.001	998.8669	1	4	2	"root"	-38486.7675	1
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.0106	0.0161	0.0158	0.0078	0.0085	0.0087	0.0084	0.013	0.0109	0.014	0.0123	0.0395	0.001	999.4959	1	5	3	"root"	-57729.2737	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0107	0.0161	0.0158	0.0079	0.0085	0.0089	0.0084	0.0128	0.0111	0.0135	0.0122	0.0396	0.001	999.6687	2	6	2	"root"	-38487.3509	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0095	0.0104	0.0146	0.0161	0.0083	0.0076	0.008	0.0079	0.0105	0.0098	0.0128	0.0093	0.0415	0.001	999.8351	1	3	1	"root"	-18420.5244	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0095	0.0103	0.0147	0.0158	0.0082	0.0075	0.008	0.008	0.0104	0.0096	0.0126	0.0089	0.0417	0.001	999.2545	1	4	2	"root"	-36837.4981	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0094	0.0104	0.0146	0.0159	0.0084	0.0077	0.0082	0.0082	0.01	0.0096	0.0114	0.0084	0.0425	9e-04	998.554	1	5	3	"root"	-55253.1482	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0094	0.0104	0.0146	0.0159	0.0082	0.0076	0.008	0.008	0.0104	0.0097	0.0127	0.0091	0.0417	0.001	999.361	2	6	2	"root"	-36837.4389	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.009	0.0097	0.0151	0.0146	0.0081	0.0085	0.0084	0.0087	0.0118	0.012	0.0124	0.0121	0.0401	0.001	1000.003	1	3	1	"root"	-18759.797	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0088	0.0097	0.0153	0.0141	0.0083	0.0084	0.0084	0.0085	0.0106	0.0113	0.0134	0.0117	0.0404	0.001	1002.4596	1	4	2	"root"	-37513.4154	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0088	0.0097	0.0153	0.0142	0.0083	0.0084	0.0084	0.0085	0.0106	0.0113	0.0134	0.0116	0.0404	0.001	1000.5813	1	5	3	"root"	-56268.1316	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0088	0.0097	0.0153	0.0141	0.0083	0.0084	0.0084	0.0085	0.0105	0.0113	0.0135	0.0117	0.0404	0.001	1002.4712	2	6	2	"root"	-37513.236	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0093	0.0132	0.0123	0.0072	0.0083	0.0088	0.0078	0.0122	0.0129	0.0106	0.0112	0.0403	0.001	997.457	1	3	1	"root"	-18219.3312	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0092	0.0133	0.0124	0.0073	0.0084	0.0086	0.0079	0.0122	0.0127	0.0109	0.0115	0.0402	0.001	996.8474	1	4	2	"root"	-36435.73	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0092	0.0133	0.0124	0.0073	0.0084	0.0086	0.0079	0.0122	0.0127	0.0109	0.0115	0.0402	0.001	996.613	1	5	3	"root"	-54651.7751	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.0095	0.0134	0.0125	0.0075	0.0083	0.0088	0.0079	0.0123	0.0134	0.0095	0.0108	0.0406	0.001	996.1404	2	6	2	"root"	-36434.3679	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0103	0.0098	0.0172	0.0146	0.0081	0.0077	0.0088	0.008	0.0132	0.0127	0.0122	0.0106	0.0398	0.001	999.53	1	3	1	"root"	-19015.6003	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0104	0.0097	0.0172	0.0146	0.0082	0.0077	0.0088	0.008	0.0132	0.0127	0.0121	0.0105	0.0399	0.001	999.3688	1	4	2	"root"	-38025.3651	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0104	0.0097	0.0173	0.0146	0.0081	0.0076	0.0088	0.0079	0.0129	0.0125	0.012	0.0108	0.0399	0.001	999.6587	1	5	3	"root"	-57035.4822	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0105	0.0096	0.0171	0.0146	0.0083	0.0079	0.009	0.0081	0.0126	0.0123	0.0121	0.0114	0.04	0.001	999.8819	2	6	2	"root"	-38026.4914	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0108	0.0108	0.0159	0.0157	0.0077	0.0081	0.0073	0.0079	0.0126	0.0131	0.0102	0.0121	0.0398	0.001	999.3987	1	3	1	"root"	-18822.612	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0109	0.0109	0.016	0.0158	0.0077	0.0082	0.0074	0.008	0.0123	0.0127	0.0109	0.012	0.0399	0.001	999.6369	1	4	2	"root"	-37640.4894	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0108	0.0108	0.0159	0.0158	0.0076	0.0082	0.0073	0.0078	0.0124	0.0128	0.0106	0.0119	0.0399	0.001	999.5483	1	5	3	"root"	-56457.3158	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0107	0.0107	0.016	0.0158	0.0077	0.0081	0.0073	0.0078	0.0126	0.0131	0.0102	0.012	0.0399	0.001	999.294	2	6	2	"root"	-37639.7045	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0092	0.0102	0.0141	0.0138	0.0075	0.0082	0.0074	0.0067	0.0127	0.0109	0.0099	0.0125	0.0403	0.0011	995.1172	1	3	1	"root"	-17972.7334	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0092	0.0102	0.014	0.0136	0.0075	0.0082	0.0074	0.0067	0.0128	0.0109	0.0097	0.0126	0.0403	0.0011	997.7748	1	4	2	"root"	-35941.1457	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0092	0.0102	0.014	0.0135	0.0076	0.0082	0.0075	0.0068	0.0127	0.011	0.01	0.0126	0.0403	0.0011	992.73	1	5	3	"root"	-53909.7341	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0093	0.0102	0.0141	0.0137	0.0076	0.0083	0.0074	0.0068	0.0127	0.0109	0.0099	0.0126	0.0403	0.0011	998.4534	2	6	2	"root"	-35941.0536	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.01	0.0148	0.0136	0.0077	0.0077	0.0086	0.0087	0.0117	0.0122	0.0118	0.0119	0.0402	0.001	999.2532	1	3	1	"root"	-18688.6427	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.01	0.0148	0.0138	0.0079	0.0078	0.0087	0.0089	0.011	0.0122	0.0108	0.0114	0.0409	0.001	998.84	1	4	2	"root"	-37369.4906	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.01	0.0148	0.0137	0.0079	0.0078	0.0087	0.0089	0.0111	0.0123	0.0108	0.0115	0.0408	0.001	999.1833	1	5	3	"root"	-56050.5446	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.01	0.0148	0.0134	0.0079	0.0077	0.0086	0.0088	0.0113	0.0123	0.0113	0.0117	0.0405	0.001	999.3257	2	6	2	"root"	-37369.6524	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0103	0.0106	0.0145	0.0143	0.0081	0.0081	0.0073	0.0079	0.0125	0.0131	0.0113	0.0134	0.0392	0.001	999.392	1	3	1	"root"	-18672.253	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0101	0.0103	0.0149	0.0149	0.0083	0.0082	0.0073	0.0081	0.012	0.0121	0.0119	0.0121	0.04	0.001	999.9618	1	4	2	"root"	-37343.42	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0101	0.0103	0.0149	0.0149	0.0083	0.0082	0.0073	0.0081	0.012	0.0121	0.0119	0.0121	0.04	0.001	999.9616	1	5	3	"root"	-56013.1778	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0101	0.0103	0.0149	0.0149	0.0083	0.0082	0.0073	0.0081	0.012	0.0121	0.0119	0.0121	0.04	0.001	999.9618	2	6	2	"root"	-37343.2567	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0091	0.0103	0.0149	0.0139	0.0083	0.0077	0.0077	0.0078	0.0115	0.0125	0.0096	0.0136	0.0401	9e-04	999.5532	1	3	1	"root"	-18261.7972	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0092	0.0102	0.0149	0.014	0.0083	0.0077	0.0076	0.0078	0.0115	0.0125	0.0095	0.0137	0.0401	0.001	999.5216	1	4	2	"root"	-36521.3013	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0091	0.0103	0.0149	0.0139	0.0083	0.0077	0.0076	0.0077	0.0115	0.0125	0.0097	0.0136	0.0401	0.001	999.0927	1	5	3	"root"	-54780.9602	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0091	0.0103	0.0149	0.014	0.0082	0.0077	0.0077	0.0078	0.0115	0.0125	0.0096	0.0137	0.0401	0.001	999.5318	2	6	2	"root"	-36521.2178	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0108	0.01	0.0143	0.0133	0.0078	0.0081	0.0075	0.0081	0.0119	0.0119	0.0122	0.0116	0.0401	0.001	997.8737	1	3	1	"root"	-18394.8256	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0108	0.01	0.0143	0.0133	0.0078	0.0081	0.0075	0.0081	0.0119	0.0119	0.0122	0.0116	0.0401	0.001	998.244	1	4	2	"root"	-36788.3872	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0107	0.01	0.0142	0.0132	0.0078	0.0082	0.0075	0.008	0.0118	0.0119	0.0123	0.0115	0.0401	0.001	998.2203	1	5	3	"root"	-55181.7854	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0108	0.01	0.0143	0.0133	0.0078	0.0081	0.0075	0.0081	0.0119	0.0119	0.0122	0.0116	0.0401	0.001	998.2487	2	6	2	"root"	-36788.2514	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0111	0.01	0.0139	0.0148	0.0084	0.0078	0.0079	0.0077	0.0123	0.0116	0.012	0.0117	0.0401	0.001	999.7851	1	3	1	"root"	-18625.1579	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0109	0.01	0.0138	0.0147	0.0084	0.0079	0.008	0.0078	0.0127	0.0108	0.0119	0.011	0.0405	0.001	999.3001	1	4	2	"root"	-37245.2581	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0111	0.01	0.0139	0.0148	0.0083	0.0078	0.0079	0.0077	0.0123	0.0116	0.012	0.0117	0.0401	0.001	999.8172	1	5	3	"root"	-55866.8369	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0108	0.01	0.0138	0.0147	0.0085	0.0079	0.008	0.0078	0.0127	0.0108	0.0119	0.0111	0.0404	0.001	999.2635	2	6	2	"root"	-37240.6054	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0092	0.0093	0.0154	0.0159	0.0083	0.0084	0.0069	0.0086	0.0116	0.0124	0.0124	0.0114	0.04	0.001	999.7546	1	3	1	"root"	-18691.6619	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0092	0.0093	0.0154	0.0159	0.0083	0.0084	0.0069	0.0086	0.0116	0.0124	0.0124	0.0115	0.04	0.001	999.7582	1	4	2	"root"	-37384.9571	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0093	0.0093	0.0154	0.0159	0.0084	0.0084	0.0068	0.0086	0.0116	0.0125	0.0126	0.0115	0.04	0.001	999.6917	1	5	3	"root"	-56078.0134	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0092	0.0093	0.0154	0.0159	0.0083	0.0084	0.0069	0.0086	0.0116	0.0124	0.0124	0.0115	0.04	0.001	999.7583	2	6	2	"root"	-37384.8037	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0091	0.0103	0.0133	0.0147	0.0074	0.0082	0.0079	0.0074	0.0145	0.012	0.0122	0.011	0.0393	0.001	999.4988	1	3	1	"root"	-18291.1682	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0092	0.0102	0.0131	0.0146	0.0075	0.0084	0.0081	0.0075	0.0138	0.0119	0.0121	0.0112	0.0396	0.001	999.6294	1	4	2	"root"	-36579.061	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0092	0.0103	0.0131	0.0146	0.0075	0.0083	0.0079	0.0074	0.014	0.0119	0.0122	0.011	0.0395	0.001	999.4882	1	5	3	"root"	-54866.2412	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0091	0.0102	0.0132	0.0146	0.0074	0.0082	0.0079	0.0074	0.0144	0.0119	0.0122	0.0109	0.0394	0.001	999.5442	2	6	2	"root"	-36578.4375	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0105	0.0085	0.0142	0.0142	0.0084	0.0081	0.0078	0.0079	0.0099	0.0139	0.0118	0.0145	0.0393	0.001	999.7623	1	3	1	"root"	-18628.5979	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0105	0.0085	0.0142	0.0142	0.0085	0.0081	0.0078	0.0079	0.0099	0.0139	0.0117	0.0144	0.0393	0.001	999.4677	1	4	2	"root"	-37250.3081	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0105	0.0085	0.0142	0.0142	0.0085	0.0081	0.0078	0.0079	0.0099	0.0139	0.0117	0.0144	0.0394	0.001	999.5156	1	5	3	"root"	-55871.9276	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0104	0.0085	0.0143	0.0143	0.0085	0.0082	0.0079	0.0079	0.0099	0.0141	0.0117	0.0147	0.0392	0.001	999.3663	2	6	2	"root"	-37249.8398	1
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.009	0.0105	0.0142	0.0153	0.0077	0.0075	0.0084	0.0084	0.0122	0.012	0.0117	0.0122	0.04	0.001	999.7434	1	3	1	"root"	-18608.3164	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.009	0.0105	0.0142	0.0153	0.0077	0.0075	0.0084	0.0084	0.0122	0.012	0.0117	0.0122	0.0399	0.001	999.7319	1	4	2	"root"	-37215.7593	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.009	0.0106	0.0142	0.0153	0.0077	0.0075	0.0084	0.0084	0.0122	0.012	0.0117	0.0123	0.0399	0.001	999.7275	1	5	3	"root"	-55823.1425	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.009	0.0106	0.0142	0.0153	0.0077	0.0075	0.0084	0.0084	0.0122	0.012	0.0117	0.0122	0.0399	0.001	999.7324	2	6	2	"root"	-37215.6362	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0093	0.0099	0.0134	0.0161	0.0078	0.0073	0.0075	0.0079	0.0107	0.0123	0.0147	0.0119	0.0393	0.0011	999.0451	1	3	1	"root"	-18353.7139	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0094	0.0099	0.0135	0.016	0.0078	0.0073	0.0074	0.0079	0.0107	0.0124	0.0151	0.0119	0.0391	0.0011	998.7223	1	4	2	"root"	-36704.6898	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0093	0.0099	0.0134	0.0161	0.008	0.0073	0.0075	0.008	0.0108	0.0123	0.0146	0.0118	0.0393	0.0011	998.8507	1	5	3	"root"	-55056.1727	1
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0091	0.0098	0.0133	0.0161	0.0079	0.0074	0.0076	0.0079	0.0112	0.0121	0.0136	0.0118	0.0396	0.0011	999.2651	2	6	2	"root"	-36705.9099	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0106	0.0091	0.0132	0.0161	0.0078	0.0073	0.0077	0.0079	0.0123	0.0117	0.0114	0.0124	0.0399	0.001	999.8757	1	3	1	"root"	-18281.3227	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0105	0.0092	0.0132	0.0161	0.0078	0.0072	0.0076	0.008	0.0125	0.0117	0.0111	0.0125	0.0399	0.001	999.8467	1	4	2	"root"	-36554.603	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0105	0.0092	0.0132	0.0161	0.0078	0.0072	0.0076	0.0079	0.0125	0.0116	0.0111	0.0124	0.0399	0.001	999.6628	1	5	3	"root"	-54827.8891	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0106	0.0091	0.0133	0.016	0.0078	0.0073	0.0077	0.0079	0.0123	0.0117	0.0114	0.0123	0.0399	0.001	999.8421	2	6	2	"root"	-36554.7389	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0114	0.0101	0.0148	0.0142	0.0081	0.0077	0.0079	0.0085	0.0117	0.0124	0.0123	0.0117	0.04	0.001	999.0714	1	3	1	"root"	-18750.6198	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0112	0.0101	0.0147	0.0141	0.0081	0.0077	0.0079	0.0085	0.0112	0.0131	0.0126	0.0111	0.04	0.001	999.0306	1	4	2	"root"	-37493.0557	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0115	0.0101	0.0147	0.0142	0.0081	0.0077	0.0079	0.0085	0.0116	0.0126	0.0123	0.0116	0.04	0.001	999.5317	1	5	3	"root"	-56236.7317	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0112	0.0101	0.0147	0.014	0.008	0.0077	0.0079	0.0085	0.0112	0.013	0.0126	0.0112	0.04	0.001	999.1839	2	6	2	"root"	-37492.9626	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0085	0.0094	0.0158	0.0153	0.0079	0.0084	0.0081	0.0072	0.0102	0.0143	0.0114	0.0107	0.0403	0.001	998.8058	1	3	1	"root"	-18422.0768	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0087	0.0095	0.0157	0.0152	0.0079	0.0083	0.0081	0.0072	0.0101	0.0144	0.0112	0.0105	0.0404	0.001	999.8335	1	4	2	"root"	-36841.2472	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0086	0.0094	0.0158	0.0153	0.0079	0.0084	0.0081	0.0072	0.0103	0.0142	0.0113	0.0107	0.0403	0.001	1002.2257	1	5	3	"root"	-55260.7288	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0087	0.0095	0.0157	0.0152	0.0079	0.0083	0.008	0.0071	0.0101	0.0143	0.0112	0.0106	0.0404	0.001	999.8558	2	6	2	"root"	-36841.0894	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0104	0.0101	0.0149	0.0153	0.0077	0.0083	0.0082	0.0088	0.012	0.0121	0.0122	0.0122	0.0399	0.001	999.894	1	3	1	"root"	-18944.6459	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0104	0.0101	0.0149	0.0153	0.0077	0.0082	0.0082	0.0087	0.012	0.0121	0.0122	0.0123	0.0399	0.001	999.4123	1	4	2	"root"	-37885.5121	0
