"sim:A->T"	"sim:T->A"	"sim:C->G"	"sim:G->C"	"sim:A->C"	"sim:T->G"	"sim:A->G"	"sim:T->C"	"sim:C->A"	"sim:G->T"	"sim:C->T"	"sim:G->A"	"sim:CG->TG|CG->CA"	"sim:C|G"	"sim:Ne"	"fit:A->T"	"fit:T->A"	"fit:C->G"	"fit:G->C"	"fit:A->C"	"fit:T->G"	"fit:A->G"	"fit:T->C"	"fit:C->A"	"fit:G->T"	"fit:C->T"	"fit:G->A"	"fit:CG->TG|CG->CA"	"fit:C|G"	"fit:Ne"	"leftwin"	"longwin"	"shortwin"	"rowtaxon"	"loglik"	"convergence"
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0096	0.0109	0.0151	0.0148	0.0069	0.0077	0.0072	0.0081	0.012	0.0118	0.0118	0.0119	0.04	0.0021	499.5035	2	6	2	"root"	-36528.9629	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0096	0.0109	0.0151	0.0148	0.0069	0.0077	0.0072	0.0081	0.012	0.0118	0.0118	0.0119	0.04	0.0019	536.2822	1	4	2	"root"	-36533.1599	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0094	0.0117	0.0151	0.0145	0.007	0.0076	0.0073	0.0078	0.0124	0.0115	0.0115	0.0119	0.04	0.0021	502.4612	1	3	1	"root"	-18269.0736	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1009.4784	1	5	2	"root"	-38064.1842	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1009.4807	2	6	2	"root"	-38064.1147	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1009.4761	1	4	2	"root"	-38064.2537	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1009.4354	1	3	1	"root"	-19035.997	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	994.3014	1	5	2	"root"	-37942.73	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	994.2986	2	6	2	"root"	-37942.685	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	994.2943	1	4	2	"root"	-37942.823	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	994.3432	1	3	1	"root"	-18974.4704	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1008.493	1	5	2	"root"	-37188.7459	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1008.4931	2	6	2	"root"	-37188.6645	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1008.4857	1	4	2	"root"	-37188.8405	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1008.4347	1	3	1	"root"	-18594.3692	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1008.7587	1	5	2	"root"	-36871.8539	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1008.761	2	6	2	"root"	-36871.7843	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1008.7587	1	4	2	"root"	-36871.9352	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1008.6905	1	3	1	"root"	-18435.8012	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0097	0.0115	0.0148	0.0141	0.0078	0.0073	0.0088	0.0075	0.013	0.0113	0.0118	0.0122	0.04	0.0022	437.9635	1	5	2	"root"	-37186.9948	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0097	0.0115	0.0148	0.0141	0.0078	0.0073	0.0088	0.0075	0.013	0.0113	0.0118	0.0122	0.04	0.0022	447.206	2	6	2	"root"	-37186.9484	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0097	0.0115	0.0148	0.0141	0.0078	0.0073	0.0088	0.0075	0.013	0.0113	0.0118	0.0122	0.04	0.0023	435.7069	1	4	2	"root"	-37187.0613	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0097	0.0115	0.0148	0.0141	0.0078	0.0073	0.0088	0.0075	0.013	0.0113	0.0118	0.0122	0.04	0.0032	311.6413	1	3	1	"root"	-18595.2478	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0108	0.0094	0.0143	0.0146	0.009	0.0077	0.0083	0.009	0.012	0.0121	0.0121	0.0121	0.04	5e-04	1841.1832	1	5	2	"root"	-37575.9355	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0108	0.0094	0.0143	0.0146	0.009	0.0077	0.0083	0.009	0.012	0.0121	0.0121	0.0121	0.04	5e-04	1841.8446	2	6	2	"root"	-37575.867	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0108	0.0094	0.0143	0.0146	0.009	0.0077	0.0083	0.009	0.012	0.0121	0.0121	0.0121	0.04	5e-04	1841.1211	1	4	2	"root"	-37575.9804	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0112	0.009	0.0137	0.0143	0.0089	0.0082	0.0085	0.009	0.0119	0.0121	0.0122	0.0121	0.04	4e-04	2112.8918	1	3	1	"root"	-18787.3386	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0101	0.0152	0.0151	0.0081	0.0081	0.0076	0.0085	0.012	0.0122	0.0118	0.0119	0.04	9e-04	1190.5379	1	5	2	"root"	-37638.0539	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0101	0.0152	0.0151	0.0081	0.0081	0.0076	0.0085	0.012	0.0122	0.0118	0.0119	0.04	9e-04	1190.6117	2	6	2	"root"	-37637.9848	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0101	0.0152	0.0151	0.0081	0.0081	0.0076	0.0085	0.012	0.0122	0.0118	0.0119	0.04	9e-04	1190.7468	1	4	2	"root"	-37638.1479	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0101	0.0152	0.0151	0.0081	0.0081	0.0076	0.0085	0.012	0.0122	0.0118	0.0119	0.04	9e-04	1174.0819	1	3	1	"root"	-18820.0147	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0101	0.0092	0.015	0.015	0.0082	0.0075	0.0068	0.008	0.0112	0.0123	0.0122	0.0125	0.04	9e-04	1214.9998	1	5	2	"root"	-36973.2463	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0101	0.0092	0.015	0.015	0.0082	0.0075	0.0068	0.008	0.0112	0.0123	0.0122	0.0125	0.04	3e-04	3582.3798	2	6	2	"root"	-36973.151	1
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0102	0.0092	0.015	0.015	0.0082	0.0075	0.0068	0.008	0.0111	0.0124	0.0123	0.0125	0.04	3e-04	3177.3607	1	4	2	"root"	-36973.0796	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.0098	0.015	0.015	0.0085	0.0077	0.0069	0.0083	0.0118	0.0121	0.012	0.0121	0.04	0.0014	762.7587	1	3	1	"root"	-18487.7931	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0096	0.0097	0.015	0.0149	0.0085	0.0073	0.0086	0.008	0.0119	0.012	0.0119	0.0121	0.04	8e-04	1225.969	1	5	2	"root"	-37132.0559	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0096	0.0097	0.015	0.0149	0.0085	0.0073	0.0086	0.008	0.0119	0.012	0.0119	0.0121	0.04	8e-04	1226.1808	2	6	2	"root"	-37131.9887	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0096	0.0097	0.015	0.0149	0.0085	0.0073	0.0086	0.008	0.0119	0.012	0.0119	0.0121	0.04	8e-04	1230.6197	1	4	2	"root"	-37136.1795	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0096	0.0097	0.015	0.0149	0.0085	0.0073	0.0086	0.008	0.0119	0.012	0.0119	0.0121	0.04	8e-04	1226.4183	1	3	1	"root"	-18568.6514	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	993.8853	1	5	2	"root"	-37236.3882	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	993.8925	2	6	2	"root"	-37236.2953	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	993.8928	1	4	2	"root"	-37236.4583	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	993.8865	1	3	1	"root"	-18620.8475	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	987.7557	1	5	2	"root"	-37427.0112	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	987.7579	2	6	2	"root"	-37426.9422	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	987.7536	1	4	2	"root"	-37427.0801	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	987.7404	1	3	1	"root"	-18714.232	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1005.7624	1	5	2	"root"	-37020.9082	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1005.7646	2	6	2	"root"	-37020.839	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1005.7551	1	4	2	"root"	-37021.0024	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1005.7794	1	3	1	"root"	-18511.2362	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.0098	0.0149	0.0149	0.0072	0.008	0.0084	0.008	0.0119	0.0121	0.0119	0.0121	0.04	0.0012	831.0105	1	5	2	"root"	-36785.4422	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.0098	0.0149	0.0149	0.0072	0.008	0.0084	0.008	0.0119	0.0121	0.0119	0.0121	0.04	0.0012	831.0884	2	6	2	"root"	-36785.3745	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.0098	0.0149	0.0149	0.0072	0.008	0.0084	0.008	0.0119	0.0121	0.0119	0.0121	0.04	0.0012	826.7209	1	4	2	"root"	-36789.5899	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.0098	0.0149	0.0149	0.0072	0.008	0.0084	0.008	0.0119	0.0121	0.0119	0.0121	0.04	0.0012	823.6299	1	3	1	"root"	-18397.6798	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0089	0.0146	0.0148	0.0085	0.008	0.0074	0.0088	0.0114	0.012	0.0123	0.0125	0.04	0.0017	583.9373	1	5	2	"root"	-37222.3926	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0089	0.0146	0.0148	0.0085	0.008	0.0074	0.0088	0.0114	0.012	0.0123	0.0125	0.04	0.0021	482.7726	2	6	2	"root"	-37222.2963	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0089	0.0146	0.0148	0.0085	0.008	0.0074	0.0088	0.0114	0.012	0.0123	0.0125	0.04	0.0015	663.4657	1	4	2	"root"	-37222.4377	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0089	0.0146	0.0148	0.0085	0.008	0.0074	0.0088	0.0114	0.012	0.0123	0.0125	0.04	0.0017	594.6928	1	3	1	"root"	-18612.7799	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0104	0.0097	0.0155	0.0155	0.0084	0.0077	0.0084	0.0075	0.0114	0.0137	0.0113	0.0117	0.04	7e-04	1392.8056	1	5	2	"root"	-37655.6437	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0104	0.0096	0.0155	0.0155	0.0084	0.0078	0.0084	0.0077	0.0115	0.0134	0.0114	0.0118	0.04	0.0019	532.2923	2	6	2	"root"	-37655.9047	1
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0104	0.0096	0.0155	0.0155	0.0084	0.0078	0.0084	0.0076	0.0115	0.0136	0.0114	0.0118	0.04	0.0024	420.0315	1	4	2	"root"	-37655.8485	1
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0105	0.0095	0.0155	0.0155	0.0085	0.0079	0.0085	0.0076	0.0116	0.0132	0.0117	0.0118	0.04	6e-04	1686.0535	1	3	1	"root"	-18831.8705	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0107	0.0085	0.015	0.0149	0.0073	0.0075	0.0079	0.0077	0.0121	0.0115	0.0121	0.0121	0.04	9e-04	1197.1681	1	3	1	"root"	-18428.5903	1
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0095	0.0146	0.0155	0.0082	0.0088	0.0079	0.009	0.0117	0.0122	0.0122	0.0123	0.04	5e-04	2191.7758	1	5	2	"root"	-38049.2089	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0095	0.0146	0.0155	0.0082	0.0088	0.0079	0.009	0.0117	0.0122	0.0122	0.0123	0.04	5e-04	2209.2293	2	6	2	"root"	-38044.9268	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0095	0.0146	0.0155	0.0082	0.0088	0.0079	0.009	0.0117	0.0122	0.0122	0.0123	0.04	5e-04	2187.4675	1	4	2	"root"	-38049.3063	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0098	0.0095	0.0146	0.0155	0.0082	0.0088	0.0079	0.009	0.0117	0.0122	0.0122	0.0123	0.04	5e-04	2107.6093	1	3	1	"root"	-19027.9829	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0091	0.0103	0.0162	0.0151	0.0076	0.0076	0.0079	0.0081	0.0121	0.012	0.0122	0.0117	0.04	9e-04	1196.0052	1	5	2	"root"	-37353.3354	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0091	0.0103	0.0162	0.0151	0.0076	0.0076	0.0079	0.0081	0.0121	0.012	0.0122	0.0117	0.04	7e-04	1430.3308	2	6	2	"root"	-37353.2404	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0091	0.0103	0.0162	0.0151	0.0076	0.0076	0.0079	0.0081	0.0121	0.012	0.0122	0.0117	0.04	9e-04	1147.4143	1	4	2	"root"	-37353.4047	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0096	0.0101	0.0155	0.0151	0.0075	0.0075	0.0081	0.0083	0.012	0.012	0.0121	0.0119	0.04	0.0014	739.4854	1	3	1	"root"	-18679.0968	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.009	0.0159	0.015	0.0076	0.0078	0.0079	0.0091	0.0121	0.0112	0.0116	0.012	0.04	0.0019	503.1588	1	5	2	"root"	-37272.1278	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.009	0.0159	0.015	0.0076	0.0078	0.0079	0.009	0.0121	0.0112	0.0116	0.012	0.04	0.0021	468.8304	2	6	2	"root"	-37272.0492	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.0088	0.0162	0.015	0.0077	0.0079	0.0079	0.0091	0.0121	0.0107	0.0113	0.0119	0.04	0.0012	826.8089	1	4	2	"root"	-37271.71	1
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0099	0.0091	0.0162	0.015	0.0078	0.0081	0.0078	0.009	0.0121	0.0103	0.0111	0.0119	0.04	6e-04	1694.9452	1	3	1	"root"	-18639.2559	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0105	0.0101	0.0146	0.0134	0.0079	0.008	0.0086	0.0075	0.0114	0.0122	0.0118	0.0125	0.04	9e-04	1135.9103	1	5	2	"root"	-37060.4944	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0105	0.0101	0.0146	0.0134	0.0079	0.008	0.0086	0.0075	0.0114	0.0122	0.0118	0.0125	0.04	9e-04	1158.944	2	6	2	"root"	-37060.4273	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0105	0.0101	0.0146	0.0134	0.0079	0.008	0.0086	0.0075	0.0114	0.0122	0.0118	0.0125	0.04	9e-04	1157.6	1	4	2	"root"	-37060.5614	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0105	0.0101	0.0146	0.0133	0.0079	0.008	0.0086	0.0075	0.0114	0.0122	0.0118	0.0126	0.04	8e-04	1184.4092	1	3	1	"root"	-18533.476	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0096	0.0106	0.0127	0.0149	0.0079	0.0082	0.0081	0.0079	0.0115	0.0116	0.0122	0.0122	0.04	0.001	1049.083	1	5	2	"root"	-37007.369	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0096	0.0106	0.0127	0.0149	0.0079	0.0082	0.0081	0.0079	0.0115	0.0116	0.0122	0.0122	0.04	0.001	1041.9614	2	6	2	"root"	-37007.2993	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0096	0.0106	0.0127	0.0149	0.0079	0.0082	0.0081	0.0079	0.0115	0.0116	0.0122	0.0122	0.04	0.001	1069.1778	1	4	2	"root"	-37007.4505	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0096	0.0106	0.0127	0.0149	0.0079	0.0082	0.0081	0.0079	0.0115	0.0116	0.0123	0.0123	0.04	0.001	1046.1999	1	3	1	"root"	-18507.2276	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1006.184	1	5	2	"root"	-38282.2369	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1006.1812	2	6	2	"root"	-38282.1923	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1006.1867	1	4	2	"root"	-38282.2816	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1006.2057	1	3	1	"root"	-19142.452	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1005.2317	1	5	2	"root"	-37740.4227	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1005.234	2	6	2	"root"	-37740.3532	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1005.2367	1	4	2	"root"	-37740.4792	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1005.2621	1	3	1	"root"	-18874.0235	0
0.01	0.01	0.015	0.015	0.008	0.008	0.008	0.008	0.012	0.012	0.012	0.012	0.04	0.001	1000	0.0101	0.0099	0.0155	0.0147	0.0076	0.0091	0.0085	0.0077	0.0117	0.0122	0.012	0.0123	0.04	7e-04	1453.9138	1	5	2	"root"	-37920.8675	0
